date,open,high,low,close,volume
2017-01-04,603444,77.76,77.76,77.76,77.76
2017-01-05,603444,85.54,85.54,85.54,85.54
2017-01-06,603444,94.09,94.09,94.09,94.09
2017-01-09,603444,103.5,103.5,103.5,103.5
2017-01-10,603444,113.85,113.85,113.85,113.85
2017-01-11,603444,125.24,125.24,125.24,125.24
2017-01-12,603444,137.76,137.76,137.76,137.76
2017-01-13,603444,151.54,151.54,151.54,151.54
2017-01-16,603444,166.69,166.69,166.69,166.69
2017-01-17,603444,183.36,183.36,183.36,183.36
2017-01-18,603444,201.7,201.7,201.7,201.7
2017-01-19,603444,200.62,221.87,221.87,185.1
2017-01-20,603444,220.68,220.68,196.3,193.0
2017-01-23,603444,242.75,242.75,223.86,222.01
2017-01-24,603444,242.97,266.5,265.8,242.01
2017-01-25,603444,267.27,267.27,243.03,243.0
2017-01-26,603444,285.42,293.0,278.09,268.86
2017-02-03,603444,288.07,297.96,283.0,280.05
2017-02-06,603444,279.96,288.97,283.5,271.09
2017-02-07,603444,279.63,289.66,278.25,276.0
2017-02-08,603444,278.31,279.0,275.9,268.5
2017-02-09,603444,281.23,284.66,277.0,273.68
2017-02-10,603444,277.64,288.88,281.6,277.0
2017-02-13,603444,274.51,281.0,274.95,267.5
2017-02-14,603444,280.4,282.8,275.1,271.7
2017-02-15,603444,253.49,281.49,280.0,252.36
2017-02-16,603444,245.53,253.4,250.0,240.02
2017-02-17,603444,245.92,249.76,243.54,238.94
2017-02-20,603444,241.81,248.0,245.0,235.22
2017-02-21,603444,255.64,262.26,241.0,240.21
2017-02-22,603444,256.66,261.48,254.04,250.02
2017-02-23,603444,259.89,266.58,254.55,253.8
2017-02-24,603444,272.0,276.0,259.13,259.13
2017-02-27,603444,269.21,273.88,269.5,266.0
2017-02-28,603444,296.13,296.13,268.88,268.88
2017-03-01,603444,301.17,312.0,302.5,300.1
2017-03-02,603444,313.83,327.77,297.0,296.27
2017-03-03,603444,317.62,318.33,311.77,303.15
2017-03-06,603444,324.94,332.78,317.7,313.51
2017-03-07,603444,315.85,327.56,325.02,315.03
2017-03-08,603444,312.75,325.2,315.01,311.0
2017-03-09,603444,329.12,329.87,311.16,306.12
2017-03-10,603444,325.94,336.3,327.74,325.19
2017-03-13,603444,358.53,358.53,327.21,323.5
2017-03-14,603444,365.52,375.18,367.0,357.0
2017-03-15,603444,354.26,365.41,358.2,345.98
2017-03-16,603444,360.97,371.8,356.0,354.0
2017-03-17,603444,342.85,376.0,362.0,338.55
2017-03-20,603444,350.36,351.89,340.1,340.0
2017-03-21,603444,352.27,355.64,350.12,346.25
2017-03-22,603444,353.04,354.88,349.3,340.0
2017-03-23,603444,345.73,359.87,354.94,340.5
2017-03-24,603444,348.39,349.26,347.0,334.36
2017-03-27,603444,372.31,375.82,347.0,346.0
2017-03-28,603444,342.57,358.88,352.16,338.94
2017-03-29,603444,319.14,344.0,344.0,318.2
2017-03-30,603444,315.08,324.7,315.1,308.88
2017-03-31,603444,319.47,325.4,318.0,315.12
2017-04-05,603444,314.44,320.0,313.0,302.8
2017-04-06,603444,315.13,324.89,311.25,311.2
2017-04-07,603444,297.18,316.0,316.0,296.8
2017-04-10,603444,278.88,294.5,291.81,277.01
2017-04-11,603444,283.08,284.8,279.0,273.5
2017-04-12,603444,272.14,282.0,280.0,268.0
2017-04-13,603444,286.98,296.3,279.0,278.52
2017-04-14,603444,284.74,291.8,281.0,280.48
2017-04-17,603444,286.83,291.78,275.0,272.55
2017-04-18,603444,283.56,291.88,286.13,280.5
2017-04-19,603444,295.9,296.97,282.36,282.3
2017-04-20,603444,296.83,297.18,294.0,290.0
2017-04-21,603444,288.02,297.0,296.01,287.8
2017-04-24,603444,280.49,285.0,284.03,266.66
2017-04-25,603444,283.28,286.64,278.91,275.99
2017-04-26,603444,271.88,284.27,281.6,270.33
2017-04-27,603444,286.73,287.5,270.92,267.16
2017-04-28,603444,286.42,290.0,285.94,283.31
2017-05-02,603444,281.05,286.95,285.0,277.2
2017-05-03,603444,274.4,282.99,279.9,268.01
2017-05-04,603444,268.9,275.0,272.56,267.0
2017-05-05,603444,255.13,265.99,265.0,255.0
2017-05-08,603444,254.9,260.5,254.9,251.28
2017-05-09,603444,259.98,260.6,255.98,253.68
2017-05-10,603444,255.04,264.68,259.72,254.98
2017-05-11,603444,260.21,260.8,253.88,251.9
2017-05-12,603444,254.17,259.99,258.11,252.5
2017-05-15,603444,242.7,256.39,255.5,242.21
2017-05-16,603444,250.88,251.03,240.66,240.6
2017-05-17,603444,263.95,275.77,252.5,252.3
2017-05-18,603444,259.48,262.79,261.0,258.05
2017-05-19,603444,262.78,269.88,261.08,261.0
2017-05-22,603444,254.09,266.98,261.7,253.0
2017-05-23,603444,249.4,254.0,252.41,245.13
2017-05-24,603444,256.96,257.0,246.8,246.58
2017-05-25,603444,257.71,260.0,255.15,251.01
2017-05-26,603444,257.69,259.48,257.51,255.57
2017-05-31,603444,259.8,273.0,268.88,259.6
2017-06-01,603444,258.78,265.49,258.8,255.0
2017-06-02,603444,270.28,271.98,257.0,255.08
2017-06-05,603444,277.03,285.0,273.46,270.5
2017-06-06,603444,280.29,281.84,275.7,275.01
2017-06-07,603444,288.65,292.2,279.33,279.3
2017-06-08,603444,283.53,291.8,288.64,283.02
2017-06-09,603444,284.78,288.5,284.0,282.1
2017-06-12,603444,273.29,281.95,281.95,273.15
2017-06-13,603444,278.77,280.49,272.4,272.4
2017-06-14,603444,293.81,297.79,278.88,278.88
2017-06-15,603444,293.42,298.97,293.94,291.8
2017-06-16,603444,300.07,301.0,295.0,295.0
2017-06-19,603444,300.09,303.98,298.8,296.26
2017-06-20,603444,292.94,301.0,299.35,291.8
2017-06-21,603444,294.67,296.65,293.19,290.2
2017-06-22,603444,290.03,295.8,293.0,289.9
2017-06-23,603444,287.31,292.8,289.0,280.01
2017-06-26,603444,295.12,295.24,285.5,283.3
2017-06-27,603444,291.2,297.97,295.5,290.0
2017-06-28,603444,282.08,289.29,289.22,281.16
2017-06-29,603444,281.99,282.9,282.4,278.68
2017-06-30,603444,283.33,284.77,280.0,279.0
2017-07-03,603444,285.06,286.97,283.95,280.8
2017-07-04,603444,279.75,285.5,284.9,278.88
2017-07-05,603444,266.94,277.5,277.3,263.91
2017-07-06,603444,265.77,269.27,266.92,262.0
2017-07-07,603444,276.34,278.76,267.3,267.3
2017-07-10,603444,266.88,273.5,273.5,266.0
2017-07-11,603444,266.99,270.0,267.18,265.21
2017-07-12,603444,269.34,269.48,267.0,262.11
2017-07-13,603444,264.7,268.4,268.0,264.0
2017-07-14,603444,262.87,266.99,264.0,262.35
2017-07-17,603444,238.99,258.0,258.0,237.0
2017-07-18,603444,243.05,245.0,240.0,235.58
2017-07-19,603444,243.57,243.88,241.11,238.19
2017-07-20,603444,242.05,247.38,242.8,241.8
2017-07-21,603444,240.45,243.38,240.0,239.11
2017-07-24,603444,242.01,243.88,237.5,235.5
2017-07-25,603444,242.54,244.0,241.62,239.3
2017-07-26,603444,249.91,255.0,243.78,242.81
2017-07-27,603444,259.91,262.6,249.0,246.2
2017-07-28,603444,255.16,261.9,258.8,252.8
2017-07-31,603444,251.97,254.97,252.0,250.88
2017-08-01,603444,254.43,258.15,254.0,252.0
2017-08-02,603444,249.95,254.95,254.24,249.85
2017-08-03,603444,247.95,253.81,248.94,245.48
2017-08-04,603444,247.85,250.66,248.11,247.25
2017-08-07,603444,248.06,252.0,248.03,247.51
2017-08-08,603444,243.33,246.8,246.7,238.88
2017-08-09,603444,243.78,245.79,242.0,240.0
2017-08-10,603444,247.95,248.0,243.8,242.01
2017-08-11,603444,254.19,255.44,247.95,246.25
2017-08-14,603444,253.56,256.87,254.55,248.5
2017-08-15,603444,228.2,236.9,236.9,228.2
2017-08-16,603444,224.79,227.4,225.0,218.01
2017-08-17,603444,222.52,224.65,223.32,220.1
2017-08-18,603444,220.85,224.19,221.0,220.35
2017-08-21,603444,222.28,223.0,221.4,220.85
2017-08-22,603444,219.97,222.7,222.28,219.55
2017-08-23,603444,212.37,220.99,219.6,212.09
2017-08-24,603444,208.77,213.98,212.89,208.56
2017-08-25,603444,212.68,212.78,208.36,207.01
2017-08-28,603444,218.03,219.59,213.38,212.78
2017-08-29,603444,217.99,220.66,215.35,215.35
2017-08-30,603444,219.24,220.12,217.15,215.22
2017-08-31,603444,220.97,221.94,219.0,217.77
2017-09-01,603444,228.76,232.58,220.02,220.02
2017-09-04,603444,226.88,231.5,227.12,226.21
2017-09-05,603444,224.05,227.57,226.88,222.55
2017-09-06,603444,227.98,228.0,223.0,222.01
2017-09-07,603444,226.98,232.2,231.0,226.63
2017-09-08,603444,224.01,226.9,225.0,223.15
2017-09-11,603444,223.61,225.8,223.72,219.99
2017-09-12,603444,228.25,245.48,223.67,219.5
2017-09-13,603444,229.32,230.97,226.2,225.99
2017-09-14,603444,227.66,231.0,228.5,227.03
2017-09-15,603444,224.25,227.65,227.5,223.5
2017-09-18,603444,224.34,225.29,223.8,223.05
2017-09-19,603444,222.32,225.18,225.1,222.08
2017-09-20,603444,222.77,223.7,222.0,220.02
2017-09-21,603444,219.79,223.78,222.58,219.62
2017-09-22,603444,215.69,219.39,219.39,214.31
2017-09-25,603444,216.79,219.42,215.0,215.0
2017-09-26,603444,212.01,217.0,215.57,211.32
2017-09-27,603444,213.11,213.71,211.75,211.69
2017-09-28,603444,212.76,214.25,212.79,212.19
2017-09-29,603444,219.11,219.99,212.88,212.85
2017-10-09,603444,218.71,222.0,221.42,217.88
2017-10-10,603444,220.76,220.87,218.71,218.01
2017-10-11,603444,223.58,225.6,221.48,220.81
2017-10-12,603444,218.07,223.5,220.51,216.31
2017-10-13,603444,218.92,219.44,217.32,217.32
2017-10-16,603444,210.02,219.47,219.47,210.0
2017-10-17,603444,211.65,213.11,210.05,209.24
2017-10-18,603444,208.13,212.39,210.39,207.99
2017-10-19,603444,206.69,208.0,208.0,204.08
2017-10-20,603444,213.33,214.5,206.48,205.67
2017-10-23,603444,211.0,213.21,212.99,209.51
2017-10-24,603444,211.56,213.99,210.2,209.55
2017-10-25,603444,214.72,215.0,212.0,209.91
2017-10-26,603444,216.26,218.0,212.5,210.4
2017-10-27,603444,216.67,217.87,216.94,214.77
2017-10-30,603444,209.29,217.65,216.7,208.0
2017-10-31,603444,212.02,213.3,208.5,208.5
2017-11-01,603444,222.37,228.0,211.21,210.02
2017-11-02,603444,231.98,234.0,222.44,218.9
2017-11-03,603444,230.32,232.44,230.81,228.0
2017-11-06,603444,230.77,234.99,231.23,227.02
2017-11-07,603444,224.15,230.57,229.77,223.53
2017-11-08,603444,223.93,226.3,223.77,222.59
2017-11-09,603444,240.21,243.5,223.0,222.83
2017-11-10,603444,238.94,241.99,240.21,235.2
2017-11-13,603444,243.71,250.0,239.53,239.5
2017-11-14,603444,240.31,248.13,243.0,240.2
2017-11-15,603444,246.36,246.66,238.53,238.51
2017-11-16,603444,244.08,254.0,247.69,243.89
2017-11-17,603444,230.52,242.01,242.01,229.06
2017-11-20,603444,245.13,245.6,230.51,228.78
2017-11-21,603444,244.63,246.69,245.18,237.0
2017-11-22,603444,239.82,245.82,243.7,237.2
2017-11-23,603444,231.46,239.81,238.04,231.18
2017-11-24,603444,237.7,240.8,230.29,230.0
2017-11-27,603444,221.03,238.1,238.0,220.0
2017-11-28,603444,225.64,225.88,219.9,219.9
2017-11-29,603444,220.29,226.39,224.75,216.61
2017-11-30,603444,221.2,224.68,220.88,219.0
2017-12-01,603444,222.09,222.97,221.21,217.45
2017-12-04,603444,206.8,218.03,218.03,206.6
2017-12-05,603444,198.51,208.93,206.99,195.58
2017-12-06,603444,201.0,201.55,197.89,195.18
2017-12-07,603444,198.95,201.68,198.8,198.5
2017-12-08,603444,201.67,203.18,198.84,198.02
2017-12-11,603444,202.6,204.0,201.45,200.1
2017-12-12,603444,197.76,202.5,201.9,197.48
2017-12-13,603444,198.11,198.79,196.98,196.08
2017-12-14,603444,196.94,198.11,197.97,196.16
2017-12-15,603444,191.61,197.5,197.48,191.1
2017-12-18,603444,185.18,191.79,191.7,183.7
2017-12-19,603444,187.97,188.55,184.55,184.55
2017-12-20,603444,183.86,187.98,187.97,183.09
2017-12-21,603444,185.66,186.3,185.0,183.61
2017-12-22,603444,184.76,187.0,185.67,184.31
2017-12-25,603444,177.77,183.0,182.9,173.07
2017-12-26,603444,181.18,181.55,176.9,176.38
2017-12-27,603444,177.25,179.96,179.96,176.66
2017-12-28,603444,189.83,194.78,178.5,176.8
2017-12-29,603444,183.93,186.86,185.1,182.22
2018-01-02,603444,182.45,183.8,183.8,179.35
2018-01-03,603444,187.99,190.25,181.11,180.0
2018-01-04,603444,195.6,200.1,182.8,182.8
2018-01-05,603444,197.73,203.0,194.52,194.5
2018-01-08,603444,208.72,210.1,199.19,197.1
2018-01-09,603444,200.76,206.94,204.0,200.01
2018-01-10,603444,196.52,202.0,202.0,194.0
2018-01-11,603444,205.58,206.68,195.0,194.0
2018-01-12,603444,213.75,221.98,204.56,204.0
2018-01-15,603444,212.19,223.5,215.32,208.8
2018-01-16,603444,207.51,215.9,203.5,203.5
2018-01-17,603444,204.74,208.96,208.96,203.77
2018-01-18,603444,200.03,205.9,204.99,199.0
2018-01-19,603444,199.48,203.34,200.2,197.11
2018-01-22,603444,199.37,202.48,200.0,198.27
2018-01-23,603444,190.71,199.0,198.95,190.0
2018-01-24,603444,195.1,196.43,190.0,188.0
2018-01-25,603444,190.84,195.94,195.1,190.71
2018-01-26,603444,197.23,199.26,190.88,190.88
2018-01-29,603444,193.01,200.0,196.2,191.58
2018-01-30,603444,188.42,194.12,193.01,187.06
2018-01-31,603444,181.64,188.38,188.38,181.33
2018-02-01,603444,179.54,183.62,181.88,178.29
2018-02-02,603444,178.42,181.89,179.54,174.81
2018-02-05,603444,174.43,176.7,176.58,173.82
2018-02-06,603444,162.96,170.79,170.0,162.01
2018-02-07,603444,167.47,168.67,167.98,162.0
2018-02-08,603444,168.42,168.8,167.01,165.61
2018-02-09,603444,151.58,165.42,164.1,151.58
2018-02-12,603444,151.57,153.18,149.9,139.75
2018-02-13,603444,142.55,149.79,148.01,142.49
2018-02-14,603444,143.7,146.3,143.0,142.06
2018-02-22,603444,145.47,146.4,145.0,144.01
2018-02-23,603444,147.5,148.99,145.5,145.5
2018-02-26,603444,156.68,158.6,149.0,146.71
2018-02-27,603444,156.98,158.81,156.9,154.18
2018-02-28,603444,156.18,158.44,155.64,152.0
2018-03-01,603444,158.32,158.95,154.05,154.04
2018-03-02,603444,156.51,160.55,157.5,156.08
2018-03-05,603444,157.59,157.8,156.52,154.25
2018-03-06,603444,164.9,168.28,157.55,157.55
2018-03-07,603444,160.58,165.6,165.33,160.5
2018-03-08,603444,161.3,164.28,160.34,159.0
2018-03-09,603444,166.77,167.1,161.96,161.0
2018-03-12,603444,168.26,169.88,166.98,165.5
2018-03-13,603444,164.71,167.59,167.05,164.45
2018-03-14,603444,163.58,165.97,163.47,163.0
2018-03-15,603444,157.0,162.8,162.8,154.88
2018-03-16,603444,158.82,161.99,157.47,157.47
2018-03-19,603444,168.62,170.22,158.1,158.1
2018-03-20,603444,167.95,168.7,166.8,165.01
2018-03-21,603444,163.42,169.8,169.28,162.6
2018-03-22,603444,163.39,165.98,163.61,161.8
2018-03-23,603444,147.3,159.0,157.78,147.08
2018-03-26,603444,152.24,152.38,143.11,143.11
2018-03-27,603444,157.49,158.84,153.61,153.59
2018-03-28,603444,164.06,166.76,155.06,153.5
2018-03-29,603444,165.5,169.91,165.0,163.0
2018-03-30,603444,172.07,172.88,166.2,166.2
2018-04-02,603444,168.88,173.85,172.89,168.02
2018-04-03,603444,161.99,162.9,160.18,155.5
2018-04-04,603444,158.9,164.5,162.88,158.39
2018-04-09,603444,158.38,160.65,157.31,155.0
2018-04-10,603444,156.36,160.2,160.17,154.29
2018-04-11,603444,156.35,158.33,156.91,156.08
2018-04-12,603444,156.55,158.88,155.81,155.31
2018-04-13,603444,155.5,158.37,157.56,155.01
2018-04-16,603444,155.8,158.28,154.0,153.01
2018-04-17,603444,151.87,157.0,156.0,151.66
2018-04-18,603444,152.68,153.59,153.0,148.0
2018-04-19,603444,152.03,153.65,151.7,151.01
2018-04-20,603444,148.1,152.2,151.88,147.8
2018-04-23,603444,146.72,149.98,148.86,144.88
2018-04-24,603444,152.63,152.68,146.1,146.1
2018-04-25,603444,153.03,155.68,152.06,151.19
2018-04-26,603444,147.62,153.0,152.17,147.5
2018-04-27,603444,148.06,149.47,148.51,147.2
2018-05-02,603444,149.33,150.0,148.58,148.3
2018-05-03,603444,154.76,155.0,148.93,147.35
2018-05-04,603444,153.22,155.55,154.8,153.02
2018-05-07,603444,157.1,157.97,154.3,153.51
2018-05-08,603444,157.41,157.5,157.11,155.9
2018-05-09,603444,158.27,160.4,157.44,156.63
2018-05-10,603444,156.59,158.5,158.3,155.99
2018-05-11,603444,150.6,155.59,155.59,150.5
2018-05-14,603444,148.61,150.88,150.7,148.5
2018-05-15,603444,152.33,152.48,148.8,148.78
2018-05-16,603444,151.45,153.46,151.04,150.12
2018-05-17,603444,152.22,152.65,151.5,151.06
2018-05-18,603444,150.88,152.31,152.2,149.2
2018-05-21,603444,153.29,153.97,151.01,150.3
2018-05-22,603444,154.01,154.24,153.07,152.0
2018-05-23,603444,151.62,153.99,153.5,150.5
2018-05-24,603444,151.19,152.82,152.82,151.06
2018-05-25,603444,147.93,151.21,151.01,147.51
2018-05-28,603444,148.09,149.58,146.85,146.5
2018-05-29,603444,147.13,149.46,147.94,147.07
2018-05-30,603444,141.49,146.0,146.0,141.26
2018-05-31,603444,144.04,144.19,142.7,142.3
2018-06-01,603444,142.75,144.41,142.88,142.16
2018-06-04,603444,143.09,144.39,143.0,142.5
2018-06-05,603444,146.05,146.15,143.66,142.51
2018-06-06,603444,145.09,145.89,145.5,144.18
2018-06-07,603444,143.7,146.41,145.08,143.68
2018-06-08,603444,141.71,143.98,143.57,140.68
2018-06-11,603444,141.81,142.88,141.55,140.04
2018-06-12,603444,142.74,142.94,141.8,140.18
2018-06-13,603444,139.84,143.0,143.0,139.81
2018-06-14,603444,141.03,141.5,139.7,139.11
2018-06-15,603444,138.77,141.66,140.5,136.31
2018-06-19,603444,126.98,136.59,136.45,124.89
2018-06-20,603444,128.31,129.59,126.5,124.51
2018-06-21,603444,123.0,128.99,128.38,122.69
2018-06-22,603444,126.21,126.8,122.68,120.7
2018-06-25,603444,123.57,127.9,126.99,123.5
2018-06-26,603444,125.1,125.3,120.0,118.0
2018-06-27,603444,122.22,125.47,124.34,121.66
2018-06-28,603444,123.04,125.95,122.0,121.75
2018-06-29,603444,127.79,128.25,123.44,121.58
2018-07-02,603444,123.96,127.79,127.79,123.58
2018-07-03,603444,127.1,127.5,124.33,123.1
2018-07-04,603444,123.88,126.45,126.45,123.72
2018-07-05,603444,123.64,125.61,123.88,122.95
2018-07-06,603444,124.67,126.66,123.88,121.15
2018-07-09,603444,126.29,126.49,124.67,124.1
2018-07-10,603444,125.41,126.7,126.13,124.25
2018-07-11,603444,121.22,124.06,124.06,119.8
2018-07-12,603444,124.74,125.12,120.98,120.92
2018-07-13,603444,131.54,133.26,124.74,124.74
2018-07-16,603444,129.54,130.94,129.5,128.68
2018-07-17,603444,127.6,129.86,129.54,126.62
2018-07-18,603444,126.05,128.77,125.92,125.92
2018-07-19,603444,123.61,126.6,126.49,122.5
2018-07-20,603444,124.38,125.27,122.5,122.5
2018-07-23,603444,125.42,126.97,124.81,122.66
2018-07-24,603444,127.69,128.56,125.5,124.61
2018-07-25,603444,126.98,129.68,127.65,126.56
2018-07-26,603444,124.5,127.5,127.11,123.5
2018-07-27,603444,123.52,124.7,123.8,123.05
2018-07-30,603444,121.9,123.74,123.11,121.43
2018-07-31,603444,121.43,122.56,119.91,119.91
2018-08-01,603444,120.1,123.8,121.51,118.88
2018-08-02,603444,113.49,119.8,119.21,111.21
2018-08-03,603444,112.05,114.6,114.6,112.0
2018-08-06,603444,111.94,112.93,112.05,109.6
2018-08-07,603444,117.23,117.48,111.94,111.1
2018-08-08,603444,117.08,119.9,116.49,116.01
2018-08-09,603444,121.02,122.6,117.08,116.5
2018-08-10,603444,122.14,122.67,120.65,120.0
2018-08-13,603444,123.19,124.73,121.08,118.9
2018-08-14,603444,128.74,129.57,122.8,121.01
2018-08-15,603444,126.27,128.16,128.16,125.31
2018-08-16,603444,122.72,124.48,119.2,119.0
2018-08-17,603444,119.39,124.6,122.72,119.19
2018-08-20,603444,121.91,122.48,119.0,119.0
2018-08-21,603444,125.4,126.51,121.5,121.4
2018-08-22,603444,126.39,126.55,125.2,124.0
2018-08-23,603444,124.88,127.48,126.5,123.8
2018-08-24,603444,128.6,135.0,124.88,124.88
2018-08-27,603444,132.3,133.33,128.8,128.11
2018-08-28,603444,136.5,137.52,131.5,131.03
2018-08-29,603444,135.34,136.44,136.37,133.44
2018-08-30,603444,135.32,138.6,135.0,134.13
2018-08-31,603444,127.3,133.37,132.1,127.01
2018-09-03,603444,136.06,137.49,127.3,127.03
2018-09-04,603444,136.8,139.8,136.59,136.06
2018-09-05,603444,135.52,139.5,138.87,135.0
2018-09-06,603444,133.1,135.9,135.9,131.32
2018-09-07,603444,131.57,137.76,133.66,131.5
2018-09-10,603444,129.31,132.9,131.51,128.88
2018-09-11,603444,126.2,129.76,128.87,124.25
2018-09-12,603444,126.26,128.16,126.38,125.0
2018-09-13,603444,124.65,127.94,127.0,122.22
2018-09-14,603444,124.01,126.57,124.31,123.58
2018-09-17,603444,123.68,124.86,123.65,122.2
2018-09-18,603444,121.46,124.06,123.88,117.0
2018-09-19,603444,122.4,123.45,120.29,119.35
2018-09-20,603444,120.03,122.39,122.0,119.8
2018-09-21,603444,121.19,121.76,120.18,117.6
2018-09-25,603444,115.95,120.4,120.3,115.84
2018-09-26,603444,118.53,118.69,116.89,115.32
2018-09-27,603444,116.16,118.48,118.4,116.0
2018-09-28,603444,116.35,116.82,116.18,115.62
2018-10-08,603444,113.0,115.45,114.5,111.58
2018-10-09,603444,112.99,114.88,113.0,112.62
2018-10-10,603444,113.5,114.78,113.0,112.7
2018-10-11,603444,102.15,106.7,106.0,102.15
2018-10-12,603444,98.73,100.49,98.5,95.59
2018-10-15,603444,96.11,100.24,98.51,96.05
2018-10-16,603444,97.3,99.66,96.8,96.11
2018-10-17,603444,98.03,99.66,98.61,95.59
2018-10-18,603444,94.01,97.8,97.8,93.12
2018-10-19,603444,97.31,97.67,93.3,92.88
2018-10-22,603444,103.0,103.96,98.01,98.0
2018-10-23,603444,99.38,103.62,103.62,98.18
2018-10-24,603444,100.16,100.99,99.3,98.66
2018-10-25,603444,103.45,106.78,97.88,97.03
2018-10-26,603444,102.77,105.5,104.11,102.52
2018-10-29,603444,102.16,103.46,102.77,100.18
2018-10-30,603444,104.0,104.39,101.5,101.44
2018-10-31,603444,107.73,109.77,103.55,103.5
2018-11-01,603444,117.7,118.5,108.69,108.69
2018-11-02,603444,126.15,126.8,119.0,119.0
2018-11-05,603444,126.42,129.96,126.0,123.01
2018-11-06,603444,125.38,126.2,125.25,122.66
2018-11-07,603444,126.58,133.41,125.01,124.81
2018-11-08,603444,127.97,132.48,129.54,126.96
2018-11-09,603444,126.6,130.0,129.15,125.55
2018-11-12,603444,136.38,139.25,126.58,126.12
2018-11-13,603444,137.31,139.18,133.96,133.95
2018-11-14,603444,136.42,139.88,135.97,134.06
2018-11-15,603444,139.0,142.77,137.02,136.8
2018-11-16,603444,138.05,141.0,139.54,137.5
2018-11-19,603444,136.48,139.57,137.3,133.88
2018-11-20,603444,130.8,139.0,136.54,130.5
2018-11-21,603444,139.52,141.23,130.8,130.46
2018-11-22,603444,134.75,141.88,141.0,133.18
2018-11-23,603444,133.62,138.8,135.07,131.38
2018-11-26,603444,128.14,136.44,133.78,125.77
2018-11-27,603444,132.81,134.18,129.68,129.68
2018-11-28,603444,136.48,136.88,134.07,130.51
2018-11-29,603444,132.0,137.36,137.3,131.58
2018-11-30,603444,134.29,136.47,132.0,130.4
2018-12-03,603444,143.09,144.44,136.95,135.28
2018-12-04,603444,141.08,142.9,142.0,138.15
2018-12-05,603444,140.55,141.88,138.73,137.44
2018-12-06,603444,138.16,141.2,138.9,136.0
2018-12-07,603444,135.46,138.0,138.0,133.9
2018-12-10,603444,148.01,149.01,134.0,131.9
2018-12-11,603444,154.88,158.2,152.15,150.0
2018-12-12,603444,152.05,154.8,154.8,150.63
2018-12-13,603444,152.99,154.33,152.96,151.01
2018-12-14,603444,153.19,158.13,153.15,152.25
2018-12-17,603444,153.8,155.5,152.8,147.01
2018-12-18,603444,160.3,160.4,152.8,152.58
